Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Product Short
Household,bantal alas duduk silikon gel empuk kualitas premium perlengkapan ruma - hitam,Kota Tangerang,98000,4.9,3817,2233,2,"beli pertama warna biru, packing hanya plastik hitam. kurir instant datang2 lemas, katanya paket sempat jatuh dan terseret sedikit, plastik dan bantal sobek. kurir beratnggung jawab dan pesankan lagi warna hitam pakai toko online lain. hari ini tiba sama aja cuma dimasukkan plastik kresek padahal bukan instant dan setelah dibuka ada sobek pada sarung bantalnya. boleh sedikit usaha bungkus agak tebalan lah, pakai bubble wrap murah kok. kalau yang pertama pakai bubble wrap pasti ngga akan sobek plastik dan sarung bantalnya. barang lumayan karena pelit packing ya beginilah.",Negative,Fear,bantal alas duduk silikon...
Household,polo city tas koper hardcase size 24 inch - 072 - blue navy,Jakarta Barat,772500,4.8,1883,1146,1,"sayang banget tidak bisa ditukar,, resleting rusak,, negative quality,, maaf saya kecewa..",Negative,Sadness,polo city tas koper hardc...
Household,polo city tas koper hardcase size 24 inch - 072 - blue navy,Jakarta Barat,772500,4.8,1883,1146,3,koper penyok. dari awal sdh pengen nambah bubble/dus soalnya pengiriman luar jabodetabek. smoga jd evaluasi seller.,Negative,Fear,polo city tas koper hardc...
Household,polo city tas koper hardcase size 24 inch - 072 - blue navy,Jakarta Barat,772500,4.8,1883,1146,3,"seller responsif, packing aman & pengiriman cepat. sayangnya barang tidak dicek dgn teliti sebelum di kirim ke pembeli sehingga tidak sadar akan ada cacat produk. keinginan saya utk retur barang akan tetapi dikarenakan hari jumat saya harus pakai barangnya maka tidak saya retur",Negative,Fear,polo city tas koper hardc...
Household,copper tas gadget powerbank waterproof / travel organizer large - hitam,Jakarta Barat,200000,4.9,6102,4099,1,"barang ngga sesuai. minta warna hitam yg dikirim warna biru. pas chat tulisannya all ready stock, ujung2nya bilang barang yg diinginkan habis lalu main kirim yang tidak sesuai dgn permintaan",Negative,Anger,copper tas gadget powerba...
Household,over steker adaptor kaki 3 ke 2 travel adapter colokan universal swit,Jakarta Pusat,5500,4.7,344,75,3,"saya beli 2 tapi dua�nya gk bisa digunakan di colokan 3 dirumah saya, sudah sy coba di 3 colokan yg berbeda tapi tetap tidak bisa masuk",Negative,Sadness,over steker adaptor kaki ...
Household,over steker adaptor kaki 3 ke 2 travel adapter colokan universal swit,Jakarta Pusat,5500,4.7,344,75,2,"harga terjangkau. tetapi ada dua adaptor yg tidak bisa berfungsi tidak ada power sama sekali setelah di cek engineering saya jg sama sekali tidak bisa di betulkan. please check properly before you sent the packages,and make sure all the item works.",Negative,Fear,over steker adaptor kaki ...
Household,kent microfiber duster / kemoceng kt-300e - 300e,Jakarta Utara,35000,4.8,1516,597,1,"datang dlm keadaan gagang bengkok & pecah. gak niat banget packingnya. minimal digulung pakai kardus bekas lah biar gak rusak produknya. belanja di official store kok seperti belanja di toko biasa. gak sempat difoto, barang langsung dibuang masuk tempat sampah. sebagus apapun produk yg dibuat, kalau pengiriman dan packing tidak aman, tdk ada gunanya.",Negative,Fear,kent microfiber duster / ...
Household,kent microfiber duster / kemoceng kt-300e - 300e,Jakarta Utara,35000,4.8,1516,597,1,"kecewa order disini beli produk kenmaster tapi yg dikirim label yang berbeda dengan foto di etalase produk, bulu tipis dan ternyata gagang tidak bisa diperpanjang pula",Negative,Sadness,kent microfiber duster / ...
Household,lemari plastik pakaian diy / wardrobe / rak baju animal character - 8 cube + 4 rak,Jakarta Barat,596000,4.6,2353,1409,1,"pengiriman cepat namun, saya baru sempat susun dua minggu setelah barang sampai, tapi ternyata cube kurang sekitar 3-6 piece cube polos, jadinya lemarinya tidak kokoh, berharap penjual bisa mengirim part ke kuranganya, supaya saya perbaiki bintangnya. ketika barang berudi terima, saran saya harus ada tabel verifikasi jumlah part dan asesoris nya di sini tidak ada, cara pasang tidak di berikan dengan jelas. jika ini merek; resmi bisa di komplain ke lembaga perlindungan konsumen indonesia",Negative,Fear,lemari plastik pakaian di...
Household,lemari plastik pakaian diy / wardrobe / rak baju animal character - 8 cube + 4 rak,Jakarta Barat,596000,4.6,2353,1409,2,"agak kecewa sih....di gambar bisa tarok tas, aslinya mleot klu beban berat...gantungan baju nggak bisa lah kecuali gantungan ukuran kecil....bahan nya tipis ....tp gitu lah",Negative,Sadness,lemari plastik pakaian di...
Household,lemari plastik pakaian diy / wardrobe / rak baju animal character - 8 cube + 4 rak,Jakarta Barat,596000,4.6,2353,1409,3,"penguncinya kurang 1 baris cuma muat 2 baris saja baris setelah gak ada penguncinya jadi gak kepake yng 1 baris,,sisanya, kardus padahal utuh,, kayaknya kurang lengkap pas nyiapkan kadung klik tetima,, mohon lain kali di cek teliti sebelum kirim",Negative,Fear,lemari plastik pakaian di...
Household,lemari plastik pakaian diy / wardrobe / rak baju animal character - 8 cube + 4 rak,Jakarta Barat,596000,4.6,2353,1409,3,"datang barang bagian samping agak bonyok dan terbuka, pas bongkar beberapa sekat ada yg terkelupas terkena gesekan entah karena apa. ada juga satu sekat yang tidak rapi pada bagian press resin nya. untuk sekat bagian depannya ada yg penyok pada bagian resinnya. semoga kedepannya bisa di check lagi quality controlnya di tingkatkan.",Negative,Fear,lemari plastik pakaian di...
Household,rb-c158 kotak sepatu lipat transparan tebal shoesstorage box organizer - rak putih,Kota Tangerang,6385,4.7,120294,7211,1,bahan tipis. penyok2 karena packing yg ga jelas.. padahal udah sengaja peser kerdus.. ternyata di kirim cuma selembar dan ga guna.,Negative,Anger,rb-c158 kotak sepatu lipa...
Household,rb-c158 kotak sepatu lipat transparan tebal shoesstorage box organizer - rak putih,Kota Tangerang,6385,4.7,120294,7211,1,kotak tidak dapat dirakit. bahan terlalu tipis. dan ada bagian yang patah ketika diterima krn packing tdk baik. saya tdk komplain krn unt un boxing barang murah hanya wasting time. bulan ini saya belanja 20 item. tiap barang un boxing waduh repot.,Negative,Sadness,rb-c158 kotak sepatu lipa...
Household,rb-c158 kotak sepatu lipat transparan tebal shoesstorage box organizer - rak putih,Kota Tangerang,6385,4.7,120294,7211,1,"4 dari 10 kaca plastik yang saya pesan rusak. itu berarti 40% barang yang saya terima adalah barang cacat. toko ini tidak bisa dipercaya, dan hanya menawarkan ganti rugi sebesar 2 ribu per item barang rusak, atau sekitar 30% dari harga beli saja. itupun melalui proses yang berbelit belit. jadilah toko yang bisa dipercaya",Negative,Fear,rb-c158 kotak sepatu lipa...
Household,rb-c158 kotak sepatu lipat transparan tebal shoesstorage box organizer - rak putih,Kota Tangerang,6385,4.7,120294,7211,1,"barang tidak sesuai dgn yg di gambar, bukan plastik keras dan sepertinya tidak bisa utk menumpuk sepatu...bingung cara merakitnya...plastiknya mudah meleyot...sangat tidak puas...",Negative,Fear,rb-c158 kotak sepatu lipa...
Household,rb-c158 kotak sepatu lipat transparan tebal shoesstorage box organizer - rak putih,Kota Tangerang,6385,4.7,120294,7211,1,"sudah kuduga kalau beli banyak, pasti ada beberapa yang barangnya dikasih dalam kondisi cacat dan ternyata beneran dong wkwk, yang pecah malah barang di urutan ke 4,9 dari total 24 item yang saya order + kualitas barang ternyata hanya plastik tipis(tidak sesuai perkiraan saya karena yang ditampilkan toko hanya tampilan depan saja) overall i wouldn�t recommend this to y�all",Negative,Fear,rb-c158 kotak sepatu lipa...
Household,payung kapsul payung mini lipat 3 micro capsule umbrella anti uv - biru,Kota Depok,54888,4.8,2102,789,2,tidak ada outer box & fastener. padahal sudah di note untuk dipastikan ke-5 komponen lengkap. barang sudah banyak goresan & segel kertas sobek. padahal rencana mau pesen banyak buat souvenir.,Negative,Sadness,payung kapsul payung mini...
Household,payung kapsul payung mini lipat 3 micro capsule umbrella anti uv - biru,Kota Depok,54888,4.8,2102,789,2,"barang terlihat murahan, sangat keset dan sulit saat ingin membuka payung maupun menutup payung, nyesel deh beli",Negative,Sadness,payung kapsul payung mini...
Household,6 in 1 traveling bag in bag organizer (1 set isi 6 pcs organizer) - maroon,Jakarta Utara,30500,4.7,2800,2360,1,"kecewa barang gak sampe... toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. jgn beli disini lagi untuk kalian yang baca komen ini. respon nya lama bgt ... dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. beli barang tapi barangnya gak sampe bener bener kecewa...",Negative,Sadness,6 in 1 traveling bag in b...
Household,6 in 1 traveling bag in bag organizer (1 set isi 6 pcs organizer) - maroon,Jakarta Utara,30500,4.7,2800,2360,3,warna yang datang tidak sesuai pesanan walaupun sudah menulis catatan cancel kalau warna pilihan memang tidak ada.,Negative,Sadness,6 in 1 traveling bag in b...
Household,plastik buble wrap - bubblewrap,Jakarta Utara,2500,4.8,2872,949,1,"pesan lampu 10, bubble wrap 10, tp bubble wrapnya dijadikan 1. untuk pelanggan lain mungkin pesan bubble wrapnya 1 saja",Negative,Sadness,plastik buble wrap - bubb...
Household,plastik buble wrap - bubblewrap,Jakarta Utara,2500,4.8,2872,949,3,sedikit masukan klw utk buble warp agar bagian dalam juga di bungkus jika ada pemesanan brg yg dibungkus bersamaan dgn lampun yg mudah pecah. terima kasih????,Negative,Fear,plastik buble wrap - bubb...
Household,plastik buble wrap - bubblewrap,Jakarta Utara,2500,4.8,2872,949,3,barang sampai dengan selamat cuman packing aja yg kurang nambah buble tapi buble nya dikit banget sama aja kaya packing biasa,Negative,Fear,plastik buble wrap - bubb...
Household,pck-01 penjepit barang / pickup tool ver.1 alat capit pemungut sampah,Jakarta Pusat,35000,4.9,1431,562,1,"kebanyakan panjual yang tokonya sudah diamon, barang yang di kirim tidak di cek kondiri barang masih berfungsi apa tidak, ini barang di kirim tidak berfungsi, pas di buka tali perekat sudah putus sama aja jual sampah, buat buyer yang lain mohon jangan di beli di toko ini, saya dan anda pasti sangat kecewa jangan pernah order di toko ini barang sampah buang buang waktu dan uang aja,mending kalau barang berfungsi tapi ini sama sekali rusak tidak bisa di pakai??????????????",Negative,Sadness,pck-01 penjepit barang / ...
Household,ultrasonic aroma diffuser humidifier colorful led 300ml+remote,Jakarta Utara,99000,4.9,15529,4074,1,"bintang satu ya, chargernya patah, gak bisa digunakan, akhirnya harus cari charger lain. charger nya ada di dalam alatnya, jadi jelas bukan kesalahan pengiriman.",Negative,Fear,ultrasonic aroma diffuser...
Household,ultrasonic aroma diffuser humidifier colorful led 300ml+remote,Jakarta Utara,99000,4.9,15529,4074,1,"satu dr 2 humidifier diffuser yg sy beli, saat saya mulai pasang hari ini di kantor, setelah bbrp saat mengeluarkan bunyi yg luarbiasa brisik. waduh sy shock dan kecewa bngt, while 1 produk lainnya (type sama) works well. butuh kebesaran hati penjual utk menukar item yg tdk sesuai spec ini.",Negative,Sadness,ultrasonic aroma diffuser...
Household,ultrasonic aroma diffuser humidifier colorful led 300ml+remote,Jakarta Utara,99000,4.9,15529,4074,1,barang cuma bs dipakai seminggu... uap nya gk muncul lagi...kecewa banget... jadi gk bs diapa2in. buat yg lain jgn karna murah beli ya...barang cm tahan seminggu,Negative,Sadness,ultrasonic aroma diffuser...
Household,tds meter 3 alat ukur hidroponik air aquarium ppm nutrisi kolam tds-3 - tds 3 meter,Jakarta Utara,14400,4.9,4765,3044,1,dapet yang error. nilai ppm kebaca dalam ribuan. kualitasnya jeles banget gak dicek dulu sebelum dikirim. kecewa dan gak akan beli lagi disini.,Negative,Sadness,tds meter 3 alat ukur hid...
Household,tds meter 3 alat ukur hidroponik air aquarium ppm nutrisi kolam tds-3 - tds 3 meter,Jakarta Utara,14400,4.9,4765,3044,2,"parah bener gan barangnya.. melenceng jauh dari alat yg merk lain. tempat baterai sudah berkarat. karena murah jadi ya masih cukup kl bintang 2. no komplain, mahal di ongkir baliknya. anggep saja apes.",Negative,Anger,tds meter 3 alat ukur hid...
Household,tds meter 3 alat ukur hidroponik air aquarium ppm nutrisi kolam tds-3 - tds 3 meter,Jakarta Utara,14400,4.9,4765,3044,1,"jangan tergoda harga murah, ternyata tidak sesuai antara barang dengan deskripsi. deskripsi tertulis paket termasuk sarung kulit ternyata tidak ada, seller hanya meminta pengiriman kembali barangnya tanpa ada permintaan maaf dan proses penyelesaiannya membutuhkan waktu dan biaya lagi sehingga tidak saya kembalikan. menyesal beli disini...",Negative,Fear,tds meter 3 alat ukur hid...
Household,gunting rumput besi kenmaster,Jakarta Barat,58500,4.9,6173,2653,2,"kualitas gunting kurang bagus, krn gunting rumputnya tdk tajam, itu disebabkan krn antara bilah gunting nya tdk rapat, sehingga ada celah yg mengakibatkan guntingan g maksimal. utk penjual responsif tp barang kurang memuaskan.",Negative,Fear,gunting rumput besi kenma...
Household,gunting rumput besi kenmaster,Jakarta Barat,58500,4.9,6173,2653,2,"berat, ngga tajam, buat potong daun aja ngga bisa,",Negative,Sadness,gunting rumput besi kenma...
Household,gunting rumput besi kenmaster,Jakarta Barat,58500,4.9,6173,2653,3,"pengiriman cepat tapi ga tajam sama skali, bahkan untuk ranting kecil sekalipun butuh tenaga lumayan saat digunting.",Negative,Sadness,gunting rumput besi kenma...
Household,goldret tali sepeda pengikat barang luggage motor elastis 70cm - ba85,Kota Depok,13000,4.9,211,97,2,barang tidak sesuai gambar....bukan original. kaitan plastik semua...di gambar kaitan stenless/besi,Negative,Fear,goldret tali sepeda pengi...
Household,sabuk pengaman koper / tali pengikat koper / luggage strap,Jakarta Barat,10888,4.9,2235,429,3,"buckle/pengaitnya ga kuat, percuma jadi strap",Negative,Sadness,sabuk pengaman koper / ta...
Household,pot bunga motif tawon putih - 10,Jakarta Barat,1725,4.8,41198,2639,1,pesen yg besar sama yg kecil warna putih. yg kecil warnanya kusem cenderung warna kuning kaya plastik murah. beda ga kaya saya pertamakali pesen di sini. terus tipis banget.,Negative,Sadness,pot bunga motif tawon put...
Household,pot bunga motif tawon putih - 10,Jakarta Barat,1725,4.8,41198,2639,1,pengepakannya kurang saveti sehingga barang di terima dalam keadaan rusak (pecah dan retak) jd tidak mungkin bisa terpakai.,Negative,Fear,pot bunga motif tawon put...
Household,pot bunga motif tawon putih - 10,Jakarta Barat,1725,4.8,41198,2639,2,"diterima dalam keadaan packing terbuka dan terlihat sudah pecah. komplain tapi harus kembaliin barang, malah ribet dan jadi repot sendiri.",Negative,Anger,pot bunga motif tawon put...
Household,pot bunga motif tawon putih - 10,Jakarta Barat,1725,4.8,41198,2639,3,"produk ada yang cacat/bolong dari pabriknya pengemasan kurang aman, barang ada yang pecah karena bantingan/benturan.",Negative,Fear,pot bunga motif tawon put...
Household,pot bunga motif tawon putih - 10,Jakarta Barat,1725,4.8,41198,2639,3,"ini pembelian saya yg kedua, pmbelian yg sbelumnya potnya semua bagus, yg kedua ni saya beli 6 pot dan kyk ada bekas tembelan plastik retak, saya beli 6 dan semuanya sprti ini..",Negative,Sadness,pot bunga motif tawon put...
Household,pantone bantal kesehatan charcoal memory foam cool gel / kepala /leher,Jakarta Utara,599000,4.7,175,89,2,"barang kurang mulus.. beli dua, dua duanya ada sobekan di bantal bagian belakang..",Negative,Sadness,pantone bantal kesehatan ...
Household,oxihom tempat keranjang baju kotor pakaian plastik laundry basket - putih,Kota Depok,154750,4.9,6194,2693,3,"barang dibungkus pakai bubblewarp, trs pecah gatau dari jasa kirimnya atau pengemasannya, selain itu jasa kirimnya lama bgt asli, lumayan kecewa",Negative,Sadness,oxihom tempat keranjang b...
Household,oxihom tempat keranjang baju kotor pakaian plastik laundry basket - putih,Kota Depok,154750,4.9,6194,2693,2,"pesannya warna putih, datengnya abu2. ini sudah kedua kalinya, yg pertama saya balikin ke gudang sarinah trs ternyata warna putih nggak ada jadi saya di refund uang. yg kedua pesen lg warna putih datengnya abu2 tp ya sudah lah, saya sudah lelah",Negative,Sadness,oxihom tempat keranjang b...
Household,oxihom tempat keranjang baju kotor pakaian plastik laundry basket - putih,Kota Depok,154750,4.9,6194,2693,1,"pecah gagang, seller ga mau tanggung jawab sampe akhirnya tokopedia yang memutuskan bisa direfund",Negative,Anger,oxihom tempat keranjang b...
Household,oxihom tempat keranjang baju kotor pakaian plastik laundry basket - putih,Kota Depok,154750,4.9,6194,2693,1,"duh kok ga belajar dr pengalaman ya banyak yg complain datangnya dalam keadaan retak , sy kira sudah diperbaiki pelayanannya",Negative,Anger,oxihom tempat keranjang b...
Household,oxihom tempat keranjang baju kotor pakaian plastik laundry basket - putih,Kota Depok,154750,4.9,6194,2693,1,pembelian kesekian kalinya dan biasanya dikemas pake kardus tapi yang dikirim cuma pake bubble wrap dan pecah lagi. ajukan barang rusak katanya bukan kesalahan toko tapi pas dicek masa patahannya/ serpihannya kurang. saya coba satuin tapi ada bagian yang memang ngak ada. apa di pengiriman mereka buka bubble wrap terus diganti gitu?,Negative,Anger,oxihom tempat keranjang b...
Household,cooger rak jemuran stainless steel 4 susun rak pengering serbaguna,Kota Bekasi,450000,4.8,2787,1500,1,barang yang dikirimkan tidak dapat berfungsi dengan baik. karena 6lonjor pipa pendek sehingga tidak dapat dipasang. baut juga tidak lengkap,Negative,Fear,cooger rak jemuran stainl...
Household,cooger rak jemuran stainless steel 4 susun rak pengering serbaguna,Kota Bekasi,450000,4.8,2787,1500,1,"kualitas produk sangat mengecewakan, bahan yang di gunakan tipis..barang datang dengan keadaan begitu dan tidak di ganti baru.",Negative,Sadness,cooger rak jemuran stainl...
Household,cooger rak jemuran stainless steel 4 susun rak pengering serbaguna,Kota Bekasi,450000,4.8,2787,1500,1,mur sama bautnya kurang dan penjual pertama bilang akan respon setelah 5-7hari setelah 2 minggu masih aja ga ada solusi. disuruh kirim balik bagian jemuran padahal yang kurang cuma mur sama baut dibikin ribet akhirnya itu bagian bawah ga bisa dipake. kurang profesional penanganannya,Negative,Anger,cooger rak jemuran stainl...
Household,cooger rak jemuran stainless steel 4 susun rak pengering serbaguna,Kota Bekasi,450000,4.8,2787,1500,1,barang tdk lengkap.. sdh lama lapor tp sampai saat ini belum di kirim2... sdh sering ditanyakan tp hanya janji2 aja.,Negative,Anger,cooger rak jemuran stainl...
Household,cooger rak jemuran stainless steel 4 susun rak pengering serbaguna,Kota Bekasi,450000,4.8,2787,1500,2,rangka besi sangat tipis dan lemah. tertulis bahwa berat maksimum yang dapat ditopang adalah 40kg. tapi belum sampai 10kg saja sudah ambruk karena keberatan.,Negative,Anger,cooger rak jemuran stainl...
Household,keranjang baju cucian pakaian kotor laundry basket kb004 uk.m 35m x 45 - geometri kuning,Kota Tangerang,22900,4.9,1674,868,1,"barang robek krn jahitan tdk rapi, selebihnya baik",Negative,Sadness,keranjang baju cucian pak...
Household,keranjang baju cucian pakaian kotor laundry basket kb004 uk.m 35m x 45 - geometri kuning,Kota Tangerang,22900,4.9,1674,868,1,barang yg dikirim tidak sesuai motifnya dg yg dipesan kmd diminta untuk mengirim balik brg tsb untuk ditukar tapi tdk sy lakukan krn terlalu banyak effortnya kekurir dan bayar ongkir lagi yg semuanya bukan krn salah customer tapi seller yg ceroboh mengirim.barang tp customer yg kena ongkir retur dan effort tuk ke kurir ditengah pandemi,Negative,Anger,keranjang baju cucian pak...
Household,keranjang baju cucian pakaian kotor laundry basket kb004 uk.m 35m x 45 - geometri kuning,Kota Tangerang,22900,4.9,1674,868,3,"barang nya robek dan penyok2, di chat ke penjualnya malah bilang wajar karna produksi masal. trus tulisannya pake capslock semua tanpa bilang maaf krna produksi masal ini malah kebablasan capslock. kan sebelum di kirim harus nya di cek dulu. mana posisinya kebalik yg bagian dalam diluar, ngebaliknya kan susah kaku.",Negative,Anger,keranjang baju cucian pak...
Household,(tabung b buka depan)penutup mesin cuci-cover mesin cuci bahan peva - black flower,Jakarta Barat,21000,4.9,3181,1025,3,"talinya gak ada satu, jadi gak bisa diikatkan dibagian belakang, jadi keliatan gak pas",Negative,Sadness,(tabung b buka depan)penu...
Household,(tabung b buka depan)penutup mesin cuci-cover mesin cuci bahan peva - black flower,Jakarta Barat,21000,4.9,3181,1025,1,"respon kurang, brg tdk sesuai deskripsi dan tdk ada solusi / tdk ada respon akhir dr si penjual",Negative,Sadness,(tabung b buka depan)penu...
Household,(tabung b buka depan)penutup mesin cuci-cover mesin cuci bahan peva - black flower,Jakarta Barat,21000,4.9,3181,1025,3,lebih kecil.. ndak muat di mesin cuci elextrolux overal bhanya bagus anti air,Negative,Fear,(tabung b buka depan)penu...
Household,jemuran baju stainless steel samudera 180,Kota Depok,405000,4.8,2109,1148,3,"barangnya agak ringkih dan kecil, dan saat masang perlu hati2 krn besi2nya agak tajam , krn saat kita masang kmrn jari2 kami sempat tergores ??",Negative,Sadness,jemuran baju stainless st...
Household,jemuran baju stainless steel samudera 181,Kota Depok,405000,4.8,2109,1148,2,hari ini baru terpasang. ternyata ada satu palang yg ukuran pendek cacat..bengkok dan cedok bekas besi ditekuk..akhirnya saya pindah posisi palang tersebut dibagian tengah dalam..secara keseluruhan barang baik. mungkin perlu ditingkatkan qc nya saja.,Negative,Fear,jemuran baju stainless st...
Household,jemuran baju stainless steel samudera 182,Kota Depok,405000,4.8,2109,1148,2,"saya kecewa dengan kualitas barangnya. kualitas stainles steelnya sih oke, tapi batang yang ada penyangga yang bagian bawah panjangnya kurang tidak bisa disambung. kualitas mur rendah mudah bengkok dan patah. alhasil jemuran saya tidak dapat dirakit",Negative,Sadness,jemuran baju stainless st...
Household,jemuran baju stainless steel samudera 183,Kota Depok,405000,4.8,2109,1148,1,"barangnya jelek banget, ada lubang yg posisinya gak presisi, malah jd gk bisa dimasukin bautnya, aneh, padahal",Negative,Anger,jemuran baju stainless st...
Household,laundry bag jaring baju kotor kantong mesin cuci bra celana dalam - 30 x 40 cm,Kota Surabaya,7999,4.9,43918,978,2,ada yg baru 1x dipake penyangga plastiknya sudah keluar dari keranjangnya (sobek jaringnya). sedangkan yang lain pun engga sampai 1 minggu sudah keluar penyangganya. kualitasnya tolong di tingkatkan,Negative,Fear,laundry bag jaring baju k...
Household,laundry bag jaring baju kotor kantong mesin cuci bra celana dalam - 30 x 40 cm,Kota Surabaya,7999,4.9,43918,978,1,pesanan tidak lengkap lebih dari 40 pcs tidak dikirim,Negative,Sadness,laundry bag jaring baju k...
Household,suling tembok 12 mata tekuk / gantungan baju ke dinding 12 titik,Kota Tangerang,11000,4.8,10337,1111,1,barang yg dikirim patah tdk bisa digunakan,Negative,Sadness,suling tembok 12 mata tek...
Household,suling tembok 12 mata tekuk / gantungan baju ke dinding 12 titik,Kota Tangerang,11000,4.8,10337,1111,3,packingnya tdk rapi hanya dibungkus plastik hitam saja pada saat sy terima bungkusannya sudah robek2 dan di salah satu sulingnya ada 2 mata kaitannya yg tidak ada,Negative,Sadness,suling tembok 12 mata tek...
Household,suling tembok 12 mata tekuk / gantungan baju ke dinding 12 titik,Kota Tangerang,11000,4.8,10337,1111,3,maaf cuma bs kasih 3 bintang. saya dpt barang yg penyok dan pelor hilang 1. respon dan pengiriman jg lambat,Negative,Sadness,suling tembok 12 mata tek...
Household,suling tembok 12 mata tekuk / gantungan baju ke dinding 12 titik,Kota Tangerang,11000,4.8,10337,1111,3,ada yg patah gantungannya,Negative,Sadness,suling tembok 12 mata tek...
Books,buku the intelligent investor (edisi revisi) . benjamin graham hc,Kab. Tangerang,195000,4.9,1723,1005,2,terjemahannya berantakan bgt. mending beli yg versi inggrisnya aja,Negative,Anger,buku the intelligent inve...
Books,buku the intelligent investor (edisi revisi) . benjamin graham hc,Kab. Tangerang,195000,4.9,1723,1005,1,pengiriman lama,Negative,Anger,buku the intelligent inve...
Books,buku the intelligent investor (edisi revisi) . benjamin graham hc,Kab. Tangerang,195000,4.9,1723,1005,3,"pengiriman lamaaaaaaaaaaaaa, ditanya dulu baru sadar",Negative,Anger,buku the intelligent inve...
Books,buku the intelligent investor (edisi revisi) . benjamin graham hc,Kab. Tangerang,195000,4.9,1723,1005,3,"packing perbaiki ,buku datang sudah penyok",Negative,Anger,buku the intelligent inve...
Books,buku the intelligent investor (edisi revisi) . benjamin graham hc,Kab. Tangerang,195000,4.9,1723,1005,3,"parah sih bukunya ada yang sobek, lain kali cek dulu kondisi bukunya sebelum kirim",Negative,Fear,buku the intelligent inve...
Books,buku the intelligent investor (edisi revisi) . benjamin graham hc,Kab. Tangerang,195000,4.9,1723,1005,3,"penyok, packingnya juga kurang aman",Negative,Anger,buku the intelligent inve...
Books,buku the intelligent investor (edisi revisi) . benjamin graham hc,Kab. Tangerang,195000,4.9,1723,1005,3,packingnya kurang memuaskan,Negative,Fear,buku the intelligent inve...
Books,technical analysis for mega profit (hc) cover baru,Jakarta Barat,180000,4.9,1174,613,3,"bukunya pas dibuka agak kotor gtu, terus ada beberapa penyokan disisi buku :(",Negative,Sadness,technical analysis for me...
Books,technical analysis for mega profit (hc) cover baru,Jakarta Barat,180000,4.9,1174,613,3,bubble wrap mana bukunya jadi kena benturan :(,Negative,Sadness,technical analysis for me...
Books,technical analysis for mega profit (hc) cover baru,Jakarta Barat,180000,4.9,1174,613,3,respon cepat..cuma buku sampul hardcovernya penyok2..ada beberapa halaman sekitar 8 halaman yang posisinya kebalik-balik..,Negative,Sadness,technical analysis for me...
Books,buku japanese candlestick charting techniques by steve nison,Jakarta Barat,150400,5.0,255,139,2,barang sampai dengan kondisi hancur. packing luar tidak ada sobek,Negative,Anger,buku japanese candlestick...
Books,hyouka,Kab. Tangerang,67500,5.0,1144,675,3,ada beberapa kalimat yang kosong. saya cukup kecewa dan hal itu sangat menggangu saya ketika membaca.,Negative,Sadness,hyouka
Books,(baru) buku rich dad poor dad . robert t kiyosaki motivasi best seller,Kab. Tangerang,65000,4.9,1826,738,3,buku yang sampai warna kertas agak kuning kaya kertas buram.,Negative,Anger,(baru) buku rich dad poor...
Books,(baru) buku rich dad poor dad . robert t kiyosaki motivasi best seller,Kab. Tangerang,65000,4.9,1826,738,3,jasa pengiriman nya di ganti tanpa konfirmasi... kurang memuaskan,Negative,Anger,(baru) buku rich dad poor...
Books,i want to die but i want to eat tteokpokki,Kab. Tangerang,99000,4.9,1565,975,3,"sorry cuma kasih bintang 3, sebetulnya mau bintang 2 tp aku tambah 1 krn respon adminnya yg ramah sm cepat. sengaja beli di official shop berharap cepat karena mau buat kado temen, tp malah bikin kecewa karena salah kirim novel jadi retur makan proses jd gagal buat kado,yah i know maybe human error cuma aku cm pesen satu dan salah :') semoga lebih teliti lagi kedepannya yamin",Negative,Sadness,i want to die but i want ...
Books,i want to die but i want to eat tteokpokki,Kab. Tangerang,99000,4.9,1565,975,3,"halo penerbit haru, bukunya sampai dengan cepat. tapi pengemasannya sangat kurang. mohon menggunakan bubble wrap supaya tidak terjadi kerusakan dalam pengiriman. sangat disayangkan pengemasannya tidak ada pengamanannya. jadi buku yg saya terima sedikit kurang baik. terimakasih.",Negative,Sadness,i want to die but i want ...
Books,bicara itu ada seninya,Jakarta Timur,72000,4.9,1561,844,3,proses barang sampe pengirimanmya lamaaa,Negative,Anger,bicara itu ada seninya
Books,[original] satu-satunya buku ekg yang anda perlukan 8e - malcolm s.,Jakarta Barat,120000,5.0,638,199,3,penjual kurang ramah,Negative,Anger,[original] satu-satunya b...
Books,dale carnegie - how to win friends and influence people-simon & schust,Kab. Bogor,54450,4.9,232,111,3,"kualitas kurang bagus, kertasnya tipis, bukan buku original",Negative,Fear,dale carnegie - how to wi...
Books,"kamus john m echols/ kamus inggris-indonesia, indonesia-inggris",Kab. Bogor,40000,4.8,234,24,3,penjual tidak ramah,Negative,Anger,kamus john m echols/ kamu...
Books,i want to die but i want to eat tteokpokki,Kab. Tangerang,99000,4.9,1565,975,2,"pengirimannya gimana ya ini? sayang bgt bukunya jadi cacat gitu, jadi keliatan bekas :( padahal buat kado",Negative,Sadness,i want to die but i want ...
